street_id,line_id,voltage,current_in,current_out,leakage_current,load_kw,power_factor,temperature_c,humidity,time_slot,fault
115,1,233.25,10.3,9.4,0.9,2.19,0.75,74.54,42.92,2025-01-10 09:50:00,NORMAL
196,8,230.07,10.31,10.71,0.4,2.46,0.79,41.89,68.19,2025-01-10 09:55:00,NORMAL
103,33,226.43,12.02,11.92,0.1,2.7,0.79,42.99,78.05,2025-01-10 10:00:00,NORMAL
103,43,218.62,11.0,11.0,0.0,2.4,0.8,55.55,41.52,2025-01-10 10:05:00,NORMAL
139,21,223.66,9.02,8.27,0.75,1.85,0.89,44.94,72.12,2025-01-10 10:10:00,NORMAL
116,24,227.11,7.44,7.36,0.08,1.67,0.92,39.92,82.23,2025-01-10 10:15:00,NORMAL
151,25,211.1,11.77,11.86,0.09,2.5,0.85,38.18,37.07,2025-01-10 10:20:00,NORMAL
192,47,222.14,10.66,10.42,0.24,2.31,0.88,54.43,56.35,2025-01-10 10:25:00,NORMAL
151,43,226.28,11.94,12.13,0.19,2.74,0.94,51.79,81.03,2025-01-10 10:30:00,NORMAL
135,19,223.11,10.92,10.73,0.19,2.39,1.0,72.98,52.24,2025-01-10 10:35:00,NORMAL
137,29,226.57,13.61,13.47,0.14,3.05,0.84,29.63,46.17,2025-01-10 10:40:00,NORMAL
149,10,236.69,9.57,7.93,1.64,1.88,0.98,29.99,74.74,2025-01-10 10:45:00,LEAKAGE_WARNING
162,12,237.91,10.08,10.11,0.03,2.41,0.85,46.0,54.05,2025-01-10 10:50:00,NORMAL
162,33,245.11,11.58,11.42,0.16,2.8,0.93,33.24,72.38,2025-01-10 10:55:00,NORMAL
161,7,214.92,11.73,11.42,0.31,2.45,0.87,18.28,37.58,2025-01-10 11:00:00,NORMAL
198,17,225.79,10.65,10.31,0.34,2.33,0.97,38.67,63.21,2025-01-10 11:05:00,NORMAL
106,10,242.28,6.82,6.1,0.72,1.48,0.83,77.45,52.77,2025-01-10 11:10:00,NORMAL
126,31,212.54,6.46,5.3,1.16,1.13,0.91,82.3,89.84,2025-01-10 11:15:00,LEAKAGE_WARNING
191,6,218.24,9.23,9.43,0.2,2.06,0.84,53.13,65.48,2025-01-10 11:20:00,NORMAL
185,17,223.84,10.04,9.62,0.42,2.15,0.96,28.3,70.93,2025-01-10 11:25:00,NORMAL
113,37,250.44,6.26,6.14,0.12,1.54,1.0,33.28,37.86,2025-01-10 11:30:00,NORMAL
170,18,220.25,9.94,9.57,0.37,2.11,0.77,46.39,89.52,2025-01-10 11:35:00,NORMAL
185,26,240.84,11.3,10.54,0.76,2.54,0.84,37.44,33.08,2025-01-10 11:40:00,NORMAL
104,49,229.72,9.88,8.87,1.01,2.04,0.72,47.45,34.25,2025-01-10 11:45:00,LEAKAGE_WARNING
154,16,218.54,10.59,9.95,0.64,2.17,0.74,45.65,34.54,2025-01-10 11:50:00,NORMAL
101,8,258.0,11.18,10.82,0.36,2.79,0.98,26.63,82.24,2025-01-10 11:55:00,NORMAL
161,24,231.95,6.8,6.09,0.71,1.41,0.86,44.27,73.72,2025-01-10 12:00:00,NORMAL
190,13,233.76,11.31,11.53,0.22,2.7,0.82,51.94,88.38,2025-01-10 12:05:00,NORMAL
120,29,235.35,8.53,8.69,0.16,2.05,0.9,39.39,33.99,2025-01-10 12:10:00,NORMAL
178,32,234.57,9.52,9.24,0.28,2.17,0.87,59.2,71.5,2025-01-10 12:15:00,NORMAL
120,24,251.52,8.68,7.9,0.78,1.99,0.79,45.84,62.0,2025-01-10 12:20:00,NORMAL
109,16,247.86,12.15,12.1,0.05,3.0,0.77,43.05,68.35,2025-01-10 12:25:00,NORMAL
186,11,220.68,7.66,7.56,0.1,1.67,0.88,45.93,60.77,2025-01-10 12:30:00,NORMAL
157,32,250.19,12.76,13.55,0.79,3.39,0.76,36.88,70.52,2025-01-10 12:35:00,NORMAL
138,6,223.0,14.78,13.39,1.39,2.99,0.74,51.09,84.42,2025-01-10 12:40:00,LEAKAGE_WARNING
104,35,233.22,6.9,6.81,0.09,1.59,0.8,32.14,65.25,2025-01-10 12:45:00,NORMAL
164,33,215.48,8.83,10.0,1.17,2.15,0.96,80.83,83.78,2025-01-10 12:50:00,LEAKAGE_WARNING
112,18,240.37,11.22,10.94,0.28,2.63,0.71,75.43,76.93,2025-01-10 12:55:00,NORMAL
184,37,226.93,8.01,7.57,0.44,1.72,0.95,43.84,81.9,2025-01-10 13:00:00,NORMAL
189,13,218.51,9.46,9.37,0.09,2.05,0.89,53.54,69.56,2025-01-10 13:05:00,NORMAL
184,10,241.89,10.35,10.61,0.26,2.57,0.71,54.03,61.12,2025-01-10 13:10:00,NORMAL
152,37,244.36,8.57,7.92,0.65,1.94,0.88,53.92,34.17,2025-01-10 13:15:00,NORMAL
181,26,244.7,10.16,9.57,0.59,2.34,0.83,55.27,80.09,2025-01-10 13:20:00,NORMAL
144,46,214.77,11.9,11.44,0.46,2.46,0.95,56.35,44.52,2025-01-10 13:25:00,NORMAL
131,17,245.74,9.84,10.02,0.18,2.46,0.97,55.4,32.2,2025-01-10 13:30:00,NORMAL
135,1,226.99,7.92,8.02,0.1,1.82,0.79,33.22,61.14,2025-01-10 13:35:00,NORMAL
180,25,250.52,12.33,12.31,0.02,3.08,0.94,51.67,67.95,2025-01-10 13:40:00,NORMAL
198,34,236.25,12.78,12.79,0.01,3.02,0.79,33.83,69.71,2025-01-10 13:45:00,NORMAL
159,39,232.51,10.74,10.23,0.51,2.38,0.79,52.85,70.18,2025-01-10 13:50:00,NORMAL
110,10,230.09,8.04,8.04,0.0,1.85,0.76,59.04,69.22,2025-01-10 13:55:00,NORMAL
162,20,229.86,8.24,8.51,0.27,1.96,0.9,50.63,78.49,2025-01-10 14:00:00,NORMAL
120,7,223.2,5.26,4.85,0.41,1.08,0.78,56.23,76.16,2025-01-10 14:05:00,NORMAL
151,16,219.32,8.82,7.43,1.39,1.63,0.84,48.3,78.77,2025-01-10 14:10:00,LEAKAGE_WARNING
154,37,226.37,12.13,12.32,0.19,2.79,0.94,72.74,57.62,2025-01-10 14:15:00,NORMAL
125,29,241.91,8.63,8.78,0.15,2.12,0.94,51.16,33.77,2025-01-10 14:20:00,NORMAL
167,12,216.03,8.09,7.95,0.14,1.72,0.96,31.22,68.37,2025-01-10 14:25:00,NORMAL
133,17,243.41,12.05,11.47,0.58,2.79,0.75,37.71,42.61,2025-01-10 14:30:00,NORMAL
151,48,231.43,12.3,11.82,0.48,2.74,0.88,51.52,81.57,2025-01-10 14:35:00,NORMAL
181,20,237.81,8.93,8.79,0.14,2.09,0.97,64.69,73.3,2025-01-10 14:40:00,NORMAL
198,26,238.33,11.02,11.04,0.02,2.63,0.71,51.03,75.95,2025-01-10 14:45:00,NORMAL
192,48,239.28,8.26,7.01,1.25,1.68,0.94,48.39,47.19,2025-01-10 14:50:00,LEAKAGE_WARNING
151,19,230.22,9.31,8.54,0.77,1.97,0.77,28.23,67.98,2025-01-10 14:55:00,NORMAL
128,47,230.52,6.36,5.29,1.07,1.22,0.9,73.44,61.69,2025-01-10 15:00:00,LEAKAGE_WARNING
137,12,238.94,10.72,10.17,0.55,2.43,0.92,25.08,46.11,2025-01-10 15:05:00,NORMAL
141,21,219.59,9.79,9.64,0.15,2.12,0.98,21.82,78.73,2025-01-10 15:10:00,NORMAL
120,42,218.06,8.66,8.26,0.4,1.8,0.85,37.95,63.0,2025-01-10 15:15:00,NORMAL
141,34,225.35,9.82,8.72,1.1,1.97,0.95,53.89,41.45,2025-01-10 15:20:00,LEAKAGE_WARNING
112,7,232.88,9.57,9.11,0.46,2.12,0.71,39.0,48.31,2025-01-10 15:25:00,NORMAL
163,45,249.21,8.35,9.01,0.66,2.25,0.83,35.76,43.63,2025-01-10 15:30:00,NORMAL
116,35,230.48,10.8,9.9,0.9,2.28,0.83,32.66,48.74,2025-01-10 15:35:00,NORMAL
108,15,250.0,9.4,8.45,0.95,2.11,0.86,71.52,41.29,2025-01-10 15:40:00,NORMAL
140,1,235.15,9.73,8.91,0.82,2.1,0.84,50.03,52.27,2025-01-10 15:45:00,NORMAL
100,26,225.47,7.08,7.55,0.47,1.7,0.99,58.44,71.64,2025-01-10 15:50:00,NORMAL
101,35,241.47,9.75,9.36,0.39,2.26,0.72,75.86,87.56,2025-01-10 15:55:00,NORMAL
159,25,227.57,9.64,8.93,0.71,2.03,0.78,75.38,42.63,2025-01-10 16:00:00,NORMAL
147,42,232.51,8.35,8.14,0.21,1.89,0.99,31.52,47.99,2025-01-10 16:05:00,NORMAL
128,15,216.64,11.06,10.67,0.39,2.31,0.83,48.74,30.13,2025-01-10 16:10:00,NORMAL
196,22,214.91,5.78,5.3,0.48,1.14,0.87,56.81,43.52,2025-01-10 16:15:00,NORMAL
109,6,235.54,9.04,9.25,0.21,2.18,0.72,46.63,55.11,2025-01-10 16:20:00,NORMAL
157,15,241.04,10.62,10.18,0.44,2.45,0.79,34.86,57.7,2025-01-10 16:25:00,NORMAL
159,24,249.46,14.2,14.49,0.29,3.61,0.71,5.0,45.98,2025-01-10 16:30:00,NORMAL
120,21,221.91,7.27,7.12,0.15,1.58,0.74,65.19,39.02,2025-01-10 16:35:00,NORMAL
127,7,244.64,10.18,10.27,0.09,2.51,0.89,72.73,63.78,2025-01-10 16:40:00,NORMAL
174,29,243.14,11.1,10.46,0.64,2.54,0.93,56.05,54.55,2025-01-10 16:45:00,NORMAL
133,32,225.09,10.13,9.6,0.53,2.16,0.96,44.65,55.58,2025-01-10 16:50:00,NORMAL
107,32,243.88,7.54,7.06,0.48,1.72,0.78,36.71,83.7,2025-01-10 16:55:00,NORMAL
158,5,239.44,9.03,8.69,0.34,2.08,0.8,46.94,63.69,2025-01-10 17:00:00,NORMAL
185,4,241.42,5.12,4.7,0.42,1.13,0.87,65.04,53.3,2025-01-10 17:05:00,NORMAL
171,22,251.67,10.01,8.81,1.2,2.22,0.73,53.27,45.23,2025-01-10 17:10:00,LEAKAGE_WARNING
148,18,241.01,7.17,6.31,0.86,1.52,0.94,12.35,55.72,2025-01-10 17:15:00,NORMAL
178,35,208.63,10.91,11.19,0.28,2.33,0.84,69.05,81.71,2025-01-10 17:20:00,NORMAL
116,17,233.23,8.69,8.76,0.07,2.04,0.99,55.18,87.91,2025-01-10 17:25:00,NORMAL
159,24,214.33,8.5,8.4,0.1,1.8,0.74,28.92,52.63,2025-01-10 17:30:00,NORMAL
186,2,231.51,10.33,10.25,0.08,2.37,0.74,53.87,42.54,2025-01-10 17:35:00,NORMAL
187,13,230.94,10.52,10.73,0.21,2.48,0.8,48.12,84.87,2025-01-10 17:40:00,NORMAL
144,15,224.16,11.74,11.25,0.49,2.52,0.76,48.06,38.67,2025-01-10 17:45:00,NORMAL
182,5,219.72,9.48,9.31,0.17,2.05,0.91,29.88,47.84,2025-01-10 17:50:00,NORMAL
168,3,224.7,9.79,9.48,0.31,2.13,0.98,41.08,42.25,2025-01-10 17:55:00,NORMAL
131,37,226.63,7.23,7.88,0.65,1.79,0.73,20.82,63.95,2025-01-10 18:00:00,NORMAL
143,37,228.68,12.9,13.49,0.59,3.08,0.77,63.39,54.52,2025-01-10 18:05:00,NORMAL
164,37,231.05,8.13,8.2,0.07,1.89,0.77,32.14,47.23,2025-01-10 18:10:00,NORMAL
186,3,235.85,11.45,10.95,0.5,2.58,0.85,61.83,76.08,2025-01-10 18:15:00,NORMAL
107,35,226.87,11.46,11.02,0.44,2.5,0.84,54.22,69.85,2025-01-10 18:20:00,NORMAL
176,23,242.8,10.8,10.1,0.7,2.45,0.92,39.06,89.73,2025-01-10 18:25:00,NORMAL
171,28,229.62,9.53,9.68,0.15,2.22,0.92,33.77,48.72,2025-01-10 18:30:00,NORMAL
186,30,239.24,9.27,8.73,0.54,2.09,0.87,48.14,80.72,2025-01-10 18:35:00,NORMAL
142,18,226.96,9.87,8.9,0.97,2.02,0.88,61.27,48.15,2025-01-10 18:40:00,NORMAL
100,36,257.44,6.19,5.53,0.66,1.42,0.95,57.19,30.54,2025-01-10 18:45:00,NORMAL
150,33,234.67,9.95,10.4,0.45,2.44,0.82,53.48,39.05,2025-01-10 18:50:00,NORMAL
123,26,246.35,12.97,12.22,0.75,3.01,0.7,42.55,60.51,2025-01-10 18:55:00,NORMAL
198,48,223.06,9.55,9.19,0.36,2.05,0.76,57.24,78.6,2025-01-10 19:00:00,NORMAL
123,40,225.53,9.93,9.5,0.43,2.14,0.71,21.86,33.44,2025-01-10 19:05:00,NORMAL
116,17,227.48,7.95,6.5,1.45,1.48,0.82,48.69,79.92,2025-01-10 19:10:00,LEAKAGE_WARNING
104,40,254.73,10.37,10.05,0.32,2.56,0.81,45.13,72.96,2025-01-10 19:15:00,NORMAL
119,7,227.87,8.44,7.92,0.52,1.8,0.73,26.65,32.07,2025-01-10 19:20:00,NORMAL
120,8,221.77,11.7,11.45,0.25,2.54,0.93,39.76,36.38,2025-01-10 19:25:00,NORMAL
157,31,243.01,12.28,12.2,0.08,2.96,0.87,70.38,34.54,2025-01-10 19:30:00,NORMAL
130,12,230.59,12.72,12.34,0.38,2.85,0.77,53.57,70.74,2025-01-10 19:35:00,NORMAL
199,48,227.82,7.11,7.13,0.02,1.62,0.93,59.09,63.66,2025-01-10 19:40:00,NORMAL
110,31,223.9,11.45,11.18,0.27,2.5,0.9,38.31,51.53,2025-01-10 19:45:00,NORMAL
151,44,234.89,11.29,11.24,0.05,2.64,0.76,19.81,35.3,2025-01-10 19:50:00,NORMAL
114,19,240.63,9.17,10.01,0.84,2.41,0.99,67.52,53.58,2025-01-10 19:55:00,NORMAL
182,10,237.88,12.39,12.44,0.05,2.96,0.75,34.01,70.93,2025-01-10 20:00:00,NORMAL
106,39,225.21,10.83,10.15,0.68,2.29,0.93,40.05,35.6,2025-01-10 20:05:00,NORMAL
127,12,220.12,12.75,12.29,0.46,2.71,0.99,24.77,81.4,2025-01-10 20:10:00,NORMAL
150,20,189.81,7.46,7.38,0.08,1.4,0.92,65.89,33.77,2025-01-10 20:15:00,VOLTAGE_FAULT
157,37,220.55,8.57,8.32,0.25,1.83,0.9,49.96,66.49,2025-01-10 20:20:00,NORMAL
104,48,226.28,10.19,10.39,0.2,2.35,0.97,43.02,41.35,2025-01-10 20:25:00,NORMAL
104,41,229.41,12.35,12.5,0.15,2.87,0.78,54.2,35.5,2025-01-10 20:30:00,NORMAL
193,7,227.29,10.91,10.71,0.2,2.43,0.78,39.45,51.3,2025-01-10 20:35:00,NORMAL
195,14,258.01,8.1,8.01,0.09,2.07,0.89,35.93,70.02,2025-01-10 20:40:00,NORMAL
107,11,234.91,13.55,13.73,0.18,3.23,0.96,27.28,37.26,2025-01-10 20:45:00,NORMAL
163,7,217.62,9.41,9.24,0.17,2.01,0.89,25.36,58.54,2025-01-10 20:50:00,NORMAL
109,29,236.56,8.17,8.53,0.36,2.02,0.99,61.06,54.37,2025-01-10 20:55:00,NORMAL
137,10,233.91,8.45,7.46,0.99,1.74,0.77,64.02,55.65,2025-01-10 21:00:00,NORMAL
195,29,219.5,7.34,6.69,0.65,1.47,0.95,19.56,86.61,2025-01-10 21:05:00,NORMAL
191,9,232.89,5.51,6.4,0.89,1.49,0.98,44.23,50.94,2025-01-10 21:10:00,NORMAL
180,36,235.3,9.77,9.15,0.62,2.15,0.83,46.58,89.5,2025-01-10 21:15:00,NORMAL
194,48,240.25,6.89,6.88,0.01,1.65,0.99,35.25,62.3,2025-01-10 21:20:00,NORMAL
107,10,212.24,10.63,10.7,0.07,2.27,0.76,32.77,80.55,2025-01-10 21:25:00,NORMAL
124,19,236.48,11.97,11.39,0.58,2.69,0.99,46.52,50.93,2025-01-10 21:30:00,NORMAL
172,31,244.1,10.75,10.62,0.13,2.59,0.97,34.55,35.09,2025-01-10 21:35:00,NORMAL
165,17,248.88,10.09,10.08,0.01,2.51,0.72,45.48,35.06,2025-01-10 21:40:00,NORMAL
178,9,217.74,6.92,7.38,0.46,1.61,0.86,28.8,64.45,2025-01-10 21:45:00,NORMAL
149,45,228.54,11.69,11.03,0.66,2.52,0.86,36.24,85.79,2025-01-10 21:50:00,NORMAL
166,33,229.51,13.89,13.17,0.72,3.02,0.72,40.85,34.27,2025-01-10 21:55:00,NORMAL
148,34,236.76,12.82,12.54,0.28,2.97,0.71,39.99,71.35,2025-01-10 22:00:00,NORMAL
135,45,228.35,7.34,7.72,0.38,1.76,0.7,62.19,63.8,2025-01-10 22:05:00,NORMAL
167,24,222.85,9.84,9.49,0.35,2.11,0.86,36.72,69.14,2025-01-10 22:10:00,NORMAL
177,9,232.17,9.43,8.91,0.52,2.07,0.84,59.14,42.93,2025-01-10 22:15:00,NORMAL
140,7,226.62,9.2,9.01,0.19,2.04,0.98,0.36,34.23,2025-01-10 22:20:00,NORMAL
188,16,235.62,10.05,9.41,0.64,2.22,0.8,45.03,34.48,2025-01-10 22:25:00,NORMAL
161,19,221.9,14.33,14.05,0.28,3.12,0.9,13.58,44.8,2025-01-10 22:30:00,NORMAL
109,39,219.78,10.21,9.86,0.35,2.17,0.7,63.5,42.82,2025-01-10 22:35:00,NORMAL
120,6,243.15,9.11,8.17,0.94,1.99,0.9,75.37,37.58,2025-01-10 22:40:00,NORMAL
135,11,252.73,10.6,10.65,0.05,2.69,0.97,44.46,45.88,2025-01-10 22:45:00,NORMAL
111,12,248.22,7.37,7.95,0.58,1.97,0.81,70.84,62.04,2025-01-10 22:50:00,NORMAL
190,42,229.28,8.57,8.45,0.12,1.94,0.79,33.05,86.97,2025-01-10 22:55:00,NORMAL
101,13,240.55,11.97,12.05,0.08,2.9,0.89,59.74,85.34,2025-01-10 23:00:00,NORMAL
112,12,223.14,10.38,10.89,0.51,2.43,0.8,57.69,46.3,2025-01-10 23:05:00,NORMAL
152,21,235.08,14.2,13.69,0.51,3.22,0.82,42.7,33.97,2025-01-10 23:10:00,NORMAL
131,10,224.16,10.54,10.34,0.2,2.32,0.78,44.87,89.74,2025-01-10 23:15:00,NORMAL
194,20,242.57,7.51,8.22,0.71,1.99,0.8,49.98,58.58,2025-01-10 23:20:00,NORMAL
115,36,241.23,6.83,5.86,0.97,1.41,0.9,48.09,88.7,2025-01-10 23:25:00,NORMAL
131,28,250.76,12.0,12.16,0.16,3.05,0.98,50.16,62.26,2025-01-10 23:30:00,NORMAL
131,24,227.71,7.92,8.03,0.11,1.83,0.87,77.09,83.18,2025-01-10 23:35:00,NORMAL
197,5,245.79,7.74,7.07,0.67,1.74,0.7,75.07,56.83,2025-01-10 23:40:00,NORMAL
110,37,235.06,8.97,8.56,0.41,2.01,0.78,57.73,67.32,2025-01-10 23:45:00,NORMAL
109,12,230.75,11.99,11.24,0.75,2.59,0.99,76.02,62.14,2025-01-10 23:50:00,NORMAL
114,35,233.37,9.26,10.15,0.89,2.37,0.97,28.57,43.19,2025-01-10 23:55:00,NORMAL
116,40,246.98,8.32,8.26,0.06,2.04,0.73,57.35,75.83,2025-01-11 00:00:00,NORMAL
139,2,228.68,12.43,12.16,0.27,2.78,0.97,57.93,33.29,2025-01-11 00:05:00,NORMAL
117,41,229.19,12.08,11.23,0.85,2.57,0.99,38.82,51.74,2025-01-11 00:10:00,NORMAL
154,45,209.34,13.33,13.55,0.22,2.84,0.8,77.35,82.19,2025-01-11 00:15:00,NORMAL
172,39,228.53,12.7,12.67,0.03,2.9,0.91,69.26,60.16,2025-01-11 00:20:00,NORMAL
124,42,232.64,12.12,11.85,0.27,2.76,0.87,53.04,34.66,2025-01-11 00:25:00,NORMAL
158,9,222.38,8.5,7.92,0.58,1.76,0.8,34.37,42.45,2025-01-11 00:30:00,NORMAL
177,22,219.92,11.32,11.67,0.35,2.57,0.75,21.96,36.58,2025-01-11 00:35:00,NORMAL
188,47,211.49,12.43,11.82,0.61,2.5,0.81,29.5,46.66,2025-01-11 00:40:00,NORMAL
121,5,224.15,13.71,13.81,0.1,3.1,0.98,69.58,39.92,2025-01-11 00:45:00,NORMAL
129,12,244.21,10.34,9.95,0.39,2.43,0.94,40.91,72.72,2025-01-11 00:50:00,NORMAL
183,1,215.18,9.02,8.92,0.1,1.92,0.8,62.3,69.57,2025-01-11 00:55:00,NORMAL
184,44,237.89,8.23,7.89,0.34,1.88,0.86,50.48,38.1,2025-01-11 01:00:00,NORMAL
143,22,238.79,11.96,11.65,0.31,2.78,0.82,14.63,56.7,2025-01-11 01:05:00,NORMAL
131,38,254.53,8.67,7.83,0.84,1.99,0.84,41.09,47.75,2025-01-11 01:10:00,NORMAL
150,19,240.38,10.21,10.13,0.08,2.44,0.93,30.63,50.23,2025-01-11 01:15:00,NORMAL
145,16,239.55,8.24,8.19,0.05,1.96,0.86,57.49,64.56,2025-01-11 01:20:00,NORMAL
120,31,233.68,9.68,8.95,0.73,2.09,0.75,58.32,83.92,2025-01-11 01:25:00,NORMAL
198,3,230.01,10.88,9.98,0.9,2.3,0.78,42.23,83.84,2025-01-11 01:30:00,NORMAL
131,23,238.52,10.54,10.54,0.0,2.51,0.87,68.11,54.78,2025-01-11 01:35:00,NORMAL
193,42,242.49,11.48,10.93,0.55,2.65,0.91,61.23,53.59,2025-01-11 01:40:00,NORMAL
138,18,231.7,7.25,7.48,0.23,1.73,0.85,38.58,61.08,2025-01-11 01:45:00,NORMAL
111,26,242.92,9.77,9.22,0.55,2.24,0.89,53.19,58.45,2025-01-11 01:50:00,NORMAL
146,13,258.83,9.06,8.4,0.66,2.17,0.94,33.12,33.71,2025-01-11 01:55:00,NORMAL
117,18,230.71,8.04,7.98,0.06,1.84,0.86,39.96,64.72,2025-01-11 02:00:00,NORMAL
120,3,230.99,8.5,7.74,0.76,1.79,0.99,54.14,65.08,2025-01-11 02:05:00,NORMAL
112,23,229.08,8.21,8.14,0.07,1.86,0.77,45.88,57.02,2025-01-11 02:10:00,NORMAL
120,3,231.34,10.7,10.49,0.21,2.43,0.98,23.75,54.84,2025-01-11 02:15:00,NORMAL
107,25,242.23,10.8,10.4,0.4,2.52,0.77,51.25,86.34,2025-01-11 02:20:00,NORMAL
145,27,230.87,11.75,12.03,0.28,2.78,0.86,40.22,66.05,2025-01-11 02:25:00,NORMAL
106,44,231.89,10.66,11.14,0.48,2.58,0.84,33.05,78.98,2025-01-11 02:30:00,NORMAL
122,27,227.5,10.32,9.98,0.34,2.27,0.81,28.58,87.23,2025-01-11 02:35:00,NORMAL
195,39,234.89,10.16,10.33,0.17,2.43,0.99,42.1,78.61,2025-01-11 02:40:00,NORMAL
174,25,224.97,11.35,11.76,0.41,2.65,0.78,48.82,86.58,2025-01-11 02:45:00,NORMAL
185,24,217.74,5.79,5.21,0.58,1.13,0.9,41.54,75.56,2025-01-11 02:50:00,NORMAL
121,8,234.48,9.88,8.92,0.96,2.09,0.94,49.59,40.21,2025-01-11 02:55:00,NORMAL
188,9,249.79,10.63,10.0,0.63,2.5,0.76,41.07,43.62,2025-01-11 03:00:00,NORMAL
121,46,227.1,13.58,13.97,0.39,3.17,0.99,53.87,41.63,2025-01-11 03:05:00,NORMAL
191,37,219.59,7.78,7.49,0.29,1.64,0.86,42.79,49.33,2025-01-11 03:10:00,NORMAL
128,30,249.16,7.71,7.66,0.05,1.91,0.97,20.47,51.3,2025-01-11 03:15:00,NORMAL
112,19,230.46,5.46,5.69,0.23,1.31,0.9,27.01,78.67,2025-01-11 03:20:00,NORMAL
181,16,239.45,7.22,6.98,0.24,1.67,0.89,37.11,51.65,2025-01-11 03:25:00,NORMAL
101,24,222.71,9.7,9.53,0.17,2.12,0.8,63.9,73.63,2025-01-11 03:30:00,NORMAL
128,44,230.1,8.55,8.47,0.08,1.95,0.93,30.67,84.23,2025-01-11 03:35:00,NORMAL
184,21,244.01,8.51,7.82,0.69,1.91,0.71,50.9,36.87,2025-01-11 03:40:00,NORMAL
178,36,231.31,10.05,9.2,0.85,2.13,0.87,51.1,30.02,2025-01-11 03:45:00,NORMAL
151,40,231.43,11.16,11.12,0.04,2.57,0.71,26.75,83.32,2025-01-11 03:50:00,NORMAL
126,39,215.11,10.03,9.92,0.11,2.13,0.79,40.95,44.3,2025-01-11 03:55:00,NORMAL
149,47,237.87,10.05,9.97,0.08,2.37,0.73,47.32,39.21,2025-01-11 04:00:00,NORMAL
194,6,222.14,10.81,10.35,0.46,2.3,0.97,40.81,47.71,2025-01-11 04:05:00,NORMAL
178,5,241.2,6.33,5.96,0.37,1.44,0.89,53.5,41.16,2025-01-11 04:10:00,NORMAL
122,14,232.02,10.26,10.41,0.15,2.42,0.9,52.93,77.62,2025-01-11 04:15:00,NORMAL
187,45,232.91,9.85,9.71,0.14,2.26,0.96,48.18,68.07,2025-01-11 04:20:00,NORMAL
143,42,237.73,9.99,10.54,0.55,2.51,0.92,58.77,40.04,2025-01-11 04:25:00,NORMAL
176,4,233.75,8.83,9.42,0.59,2.2,0.74,44.94,65.01,2025-01-11 04:30:00,NORMAL
121,8,247.18,9.59,9.98,0.39,2.47,0.89,46.7,42.49,2025-01-11 04:35:00,NORMAL
142,24,245.6,10.81,10.74,0.07,2.64,0.99,49.24,41.85,2025-01-11 04:40:00,NORMAL
136,11,217.83,13.22,12.71,0.51,2.77,0.76,28.53,65.73,2025-01-11 04:45:00,NORMAL
160,17,228.29,6.62,6.81,0.19,1.55,0.89,53.7,69.88,2025-01-11 04:50:00,NORMAL
196,21,238.37,11.14,11.0,0.14,2.62,0.87,35.8,50.77,2025-01-11 04:55:00,NORMAL
155,26,220.57,12.44,12.13,0.31,2.68,0.82,41.8,75.8,2025-01-11 05:00:00,NORMAL
102,43,214.32,7.46,6.49,0.97,1.39,0.99,53.2,80.23,2025-01-11 05:05:00,NORMAL
162,48,222.4,9.64,9.41,0.23,2.09,0.81,51.7,84.98,2025-01-11 05:10:00,NORMAL
118,44,228.85,10.55,10.3,0.25,2.36,0.73,23.68,67.56,2025-01-11 05:15:00,NORMAL
122,45,189.35,14.02,14.12,0.1,2.67,0.99,23.82,43.2,2025-01-11 05:20:00,VOLTAGE_FAULT
128,27,218.86,14.35,13.23,1.12,2.9,0.92,30.06,74.91,2025-01-11 05:25:00,LEAKAGE_WARNING
129,16,212.21,7.46,6.88,0.58,1.46,0.8,48.02,36.47,2025-01-11 05:30:00,NORMAL
138,26,241.47,9.4,9.76,0.36,2.36,0.78,64.6,40.87,2025-01-11 05:35:00,NORMAL
124,33,239.31,10.4,9.45,0.95,2.26,0.98,37.78,79.97,2025-01-11 05:40:00,NORMAL
107,31,232.79,11.11,10.55,0.56,2.46,0.78,30.88,84.65,2025-01-11 05:45:00,NORMAL
157,48,231.0,10.4,10.08,0.32,2.33,0.86,30.94,34.0,2025-01-11 05:50:00,NORMAL
115,47,235.45,8.1,7.57,0.53,1.78,0.76,51.56,48.73,2025-01-11 05:55:00,NORMAL
171,6,220.02,8.02,7.25,0.77,1.6,1.0,61.13,67.75,2025-01-11 06:00:00,NORMAL
100,44,242.53,6.92,7.1,0.18,1.72,0.93,60.27,86.32,2025-01-11 06:05:00,NORMAL
104,8,230.93,5.96,5.95,0.01,1.37,0.87,34.88,64.24,2025-01-11 06:10:00,NORMAL
102,7,239.18,6.87,6.69,0.18,1.6,0.92,22.24,79.26,2025-01-11 06:15:00,NORMAL
164,34,238.76,12.32,12.74,0.42,3.04,0.97,46.26,85.37,2025-01-11 06:20:00,NORMAL
103,44,235.34,11.42,10.86,0.56,2.56,0.99,67.23,61.14,2025-01-11 06:25:00,NORMAL
198,14,233.13,11.11,11.05,0.06,2.58,0.94,51.48,74.43,2025-01-11 06:30:00,NORMAL
195,16,232.38,9.55,9.54,0.01,2.22,0.95,24.64,69.74,2025-01-11 06:35:00,NORMAL
163,43,229.37,9.92,10.04,0.12,2.3,0.82,43.99,70.28,2025-01-11 06:40:00,NORMAL
